price,freight_value,nb_items,product_weight_g,review_score,total_paid,is_night,is_weekend
119.9,8.78,1,400.0,5.0,128.68,0,0
29.99,13.47,1,350.0,5.0,43.46,0,0
45.98,45.7,2,150.0,1.0,91.68,0,0
84.9,14.36,1,1200.0,1.0,99.26,0,0
113.0,28.15,1,5950.0,5.0,141.15,0,0
79.9,11.76,1,949.0,4.0,91.66,0,0
39.9,13.76,1,450.0,5.0,53.66,0,1
299.0,18.34,1,1813.0,5.0,317.34,0,0
27.9,15.1,1,150.0,4.0,43.0,0,0
318.0,28.09,2,9500.0,4.0,346.09,0,1
659.8,164.96,2,10000.0,3.0,824.76,0,1
24.89,15.1,1,125.0,4.0,39.99,0,1
339.6,53.0,4,150.0,5.0,392.6,0,0
42.99,12.03,1,1200.0,5.0,55.02,0,0
27.9,18.3,1,150.0,3.0,46.2,0,1
50.0,9.34,1,500.0,5.0,59.34,0,0
190.0,19.41,1,7350.0,5.0,209.41,0,0
42.9,14.1,1,250.0,4.0,57.0,0,0
69.9,14.66,1,500.0,5.0,84.56,0,0
190.0,77.8,5,705.0,1.0,267.8,0,0
113.98,31.68,2,400.0,5.0,145.66,0,0
24.99,12.84,1,300.0,5.0,37.83,0,1
219.0,15.28,1,600.0,1.0,234.28,0,0
186.0,15.82,2,350.0,4.0,201.82,0,1
19.99,7.78,1,100.0,3.0,27.77,1,1
45.0,14.1,1,100.0,5.0,59.1,1,0
58.2,8.78,1,83.0,5.0,66.98,0,0
110.99,21.27,1,1750.0,3.0,132.26,0,0
38.5,24.84,1,950.0,4.0,63.34,0,0
179.99,51.13,1,7417.0,2.0,231.12,0,0
544.0,30.36,1,10600.0,5.0,574.36,0,0
14.82,15.1,1,400.0,5.0,29.92,0,1
394.9,14.89,1,813.0,4.0,409.79,0,0
49.9,12.79,1,450.0,5.0,62.69,0,0
89.18,16.38,1,750.0,5.0,105.56,0,0
29.99,7.39,1,150.0,4.0,37.38,0,0
58.99,17.66,1,200.0,5.0,76.65,0,0
98.44,22.4,1,200.0,1.0,120.84,0,0
219.9,18.79,1,342.0,4.0,238.69,1,0
759.0,13.08,1,475.0,5.0,772.08,1,1
65.9,37.37,1,500.0,5.0,103.27,0,0
10.9,12.79,1,200.0,5.0,23.69,0,0
83.9,17.84,1,1500.0,1.0,101.74,0,0
17.9,10.96,1,300.0,5.0,28.86,0,0
99.2,18.57,1,375.0,5.0,117.77,0,0
160.0,12.14,1,1400.0,5.0,172.14,0,1
29.9,12.69,1,2600.0,5.0,42.59,0,0
13.99,7.39,1,200.0,5.0,21.38,0,0
535.9,18.5,1,593.0,4.0,554.4,0,0
69.9,26.11,1,12300.0,4.0,96.01,0,0
589.9,20.0,1,2550.0,4.0,609.9,1,1
235.99,17.41,1,4338.0,2.0,253.4,0,1
19.9,8.72,1,350.0,1.0,28.62,0,0
25.99,14.1,1,500.0,1.0,40.09,0,0
18.5,7.94,1,100.0,5.0,26.44,0,0
99.8,33.08,2,450.0,5.0,132.88,0,0
84.99,26.9,1,2200.0,5.0,111.89,1,0
199.0,32.79,1,7750.0,4.0,231.79,0,0
109.9,25.61,1,1975.0,3.0,135.51,0,1
29.99,8.11,1,150.0,5.0,38.1,0,0
59.9,14.13,1,7000.0,5.0,74.03,1,0
42.9,15.1,1,267.0,1.0,58.0,0,0
43.0,23.02,1,250.0,5.0,66.02,0,0
25.0,28.2,2,150.0,4.0,53.2,0,0
449.88,68.50999999999999,3,7833.333333333333,3.0,518.39,0,1
59.9,18.25,1,2750.0,4.0,78.15,1,0
69.99,14.58,1,1350.0,5.0,84.57,0,0
129.6,25.4,1,2600.0,1.0,155.0,0,0
63.6,78.56,2,3450.0,4.0,142.16,0,0
129.9,12.0,1,1550.0,1.0,141.9,0,0
99.9,13.72,1,1500.0,4.0,113.62,0,1
146.0,15.77,1,444.0,5.0,161.77,0,0
78.98,16.54,2,100.0,5.0,95.52,0,0
54.99,13.6,1,300.0,5.0,68.59,0,1
89.99,16.39,1,250.0,1.0,106.38,0,1
129.9,11.77,1,1150.0,5.0,141.67,0,0
69.9,19.98,1,2267.0,5.0,89.88,0,0
161.8,25.4,2,207.0,5.0,187.2,0,0
110.32,8.03,1,150.0,5.0,118.35,0,0
275.96999999999997,33.75,3,533.3333333333334,5.0,309.72,0,0
25.0,13.47,1,250.0,5.0,38.47,0,0
259.9,53.01,1,18400.0,5.0,312.91,0,0
39.0,12.79,1,5650.0,5.0,51.79,0,0
215.22,16.919999999999998,2,250.0,1.0,232.14,0,0
7.0,15.79,1,200.0,2.0,22.79,0,0
49.9,17.6,1,1750.0,1.0,67.5,0,0
126.99,29.68,1,6150.0,5.0,156.67,0,0
28.99,24.84,1,150.0,5.0,53.83,0,0
281.99,17.73,1,800.0,5.0,299.72,0,0
270.0,44.339999999999996,6,200.0,5.0,314.34,0,0
89.49,8.39,1,353.0,5.0,97.88,0,0
60.0,15.18,1,600.0,5.0,75.18,0,1
109.98,51.32,2,200.0,5.0,161.3,0,0
93.99,23.46,1,1800.0,5.0,117.45,0,0
148.9,21.53,1,8350.0,5.0,170.43,0,0
119.9,21.16,1,2100.0,3.0,141.06,0,1
119.0,15.58,1,200.0,5.0,134.58,0,0
48.0,11.85,1,200.0,5.0,59.85,0,1
49.1,19.53,1,518.0,4.0,68.63,0,1
66.39,19.66,1,750.0,5.0,86.05,0,0
39.9,24.84,1,800.0,4.0,64.74,1,0
159.99,57.79,1,10700.0,5.0,217.78,1,0
49.9,17.6,1,1600.0,4.0,67.5,0,0
199.0,16.14,1,342.0,5.0,215.14,0,0
75.99000000000001,50.68,2,1075.0,5.0,126.67,0,0
229.9,55.69,1,9350.0,5.0,285.59,0,0
117.3,28.2,1,4105.0,4.0,145.5,0,0
35.9,7.39,1,264.0,5.0,43.29,0,0
24.9,13.51,1,100.0,5.0,38.41,0,1
359.9,42.59,1,6200.0,5.0,402.49,0,0
98.7,12.19,1,150.0,5.0,110.89,0,1
179.9,24.55,1,12700.0,1.0,204.45,0,0
99.9,9.45,1,750.0,5.0,109.35,0,0
62.8,11.94,1,175.0,3.0,74.74,0,0
45.0,11.86,1,1500.0,2.0,56.86,0,1
80.0,17.81,1,1850.0,5.0,97.81,0,1
109.9,23.35,1,9400.0,5.0,133.25,0,0
159.0,21.95,1,3300.0,5.0,180.95,0,0
410.0,35.32,1,2650.0,4.0,445.32,0,0
37.99,14.52,1,150.0,5.0,52.51,0,1
52.39,13.08,1,2450.0,5.0,65.47,0,0
87.37,10.79,1,1100.0,4.0,98.16,0,0
24.99,15.79,1,300.0,5.0,40.78,0,0
257.6,15.67,1,1550.0,5.0,273.27,0,0
83.0,23.73,1,650.0,5.0,106.73,0,0
159.99,27.2,1,3050.0,3.0,187.19,0,0
359.8,30.02,2,450.0,5.0,389.82,0,0
359.5,33.96,1,3400.0,5.0,393.46,1,0
90.0,32.22,2,550.0,4.0,122.22,0,0
679.0,19.85,1,605.0,2.0,698.85,0,0
84.99,14.34,1,550.0,5.0,99.33,0,1
49.99,8.29,1,250.0,4.0,58.28,0,0
59.9,17.13,1,7000.0,4.0,77.03,0,1
39.99,9.74,1,350.0,3.0,49.73,0,0
139.8,0.0,2,2600.0,2.0,139.8,0,0
69.9,16.46,1,800.0,4.0,86.36,0,0
336.49,87.18,2,2225.0,3.0,423.67,0,0
95.0,13.01,1,7700.0,5.0,108.01,0,0
27.9,7.46,1,50.0,5.0,35.36,0,1
289.9,15.8,1,1725.0,5.0,305.7,0,0
189.9,26.36,1,450.0,3.0,216.26,0,1
69.9,13.15,1,125.0,5.0,83.05,0,0
99.9,21.78,1,2500.0,5.0,121.68,0,0
49.9,7.78,1,100.0,5.0,57.68,0,1
68.0,24.97,1,900.0,4.0,92.97,0,0
25.9,9.34,1,750.0,5.0,35.24,0,0
269.9,16.64,1,2800.0,3.0,286.54,0,0
52.88,25.21,1,3000.0,5.0,78.09,0,0
279.99,21.2,1,4175.0,5.0,301.19,0,0
102.0,38.88,1,11325.0,5.0,140.88,0,1
28.9,12.79,1,800.0,4.0,41.69,0,1
12.88,7.87,1,180.0,4.0,20.75,0,0
129.97,35.43,1,8300.0,5.0,165.4,0,1
96.0,6.56,1,396.0,5.0,102.56,0,0
64.99,19.65,1,1250.0,1.0,84.64,0,0
428.0,18.51,1,13100.0,5.0,446.51,0,0
159.99,57.79,1,10700.0,5.0,217.78,0,0
120.0,18.09,1,1300.0,4.0,138.09,0,0
37.99,12.69,1,500.0,5.0,50.68,0,0
155.99,14.11,1,475.0,5.0,170.1,0,0
69.9,19.98,1,2600.0,5.0,89.88,0,0
89.9,13.65,1,1650.0,4.0,103.55,0,1
135.0,25.14,1,1850.0,5.0,160.14,0,0
31.9,14.1,1,200.0,5.0,46.0,0,0
49.99,13.47,1,250.0,3.0,63.46,0,0
136.78,8.22,1,550.0,5.0,145.0,0,0
117.7,18.7,1,550.0,5.0,136.4,0,0
129.9,16.54,1,2500.0,5.0,146.44,0,0
220.64,37.3,2,150.0,1.0,257.94,0,0
64.9,15.2,1,150.0,5.0,80.1,0,1
59.99,14.17,1,350.0,5.0,74.16,1,0
320.0,18.0,1,600.0,5.0,338.0,0,0
129.0,54.65,1,6550.0,4.0,183.65,0,1
9.9,8.72,1,200.0,5.0,18.62,0,0
719.4,34.54,2,13150.0,5.0,753.94,0,0
49.99,14.1,1,200.0,3.0,64.09,0,1
48.32,11.15,1,1700.0,4.0,59.47,0,0
74.9,16.28,1,850.0,4.0,91.18,0,0
65.0,18.33,1,300.0,5.0,83.33,0,0
17.5,10.96,1,255.0,4.0,28.46,0,0
38.2,15.1,1,450.0,5.0,53.3,1,0
68.0,8.29,1,233.0,5.0,76.29,0,0
383.5,19.82,1,1600.0,4.0,403.32,0,1
79.9,15.31,1,900.0,5.0,95.21,0,1
79.8,23.7,2,900.0,5.0,103.5,1,0
199.0,12.89,1,4050.0,5.0,211.89,0,0
99.0,12.4,1,1450.0,2.0,111.4,0,0
119.9,23.42,1,8350.0,5.0,143.32,1,0
34.99,10.96,1,200.0,5.0,45.95,0,1
199.0,24.26,1,1900.0,1.0,223.26,0,0
105.0,19.7,1,1000.0,5.0,124.7,0,0
24.9,16.79,1,300.0,3.0,41.69,0,0
199.9,17.03,1,2600.0,5.0,216.93,0,0
219.8,21.94,2,427.0,5.0,241.74,0,0
119.0,17.37,1,1650.0,5.0,136.37,0,0
20.0,10.96,1,100.0,4.0,30.96,0,0
35.0,13.83,1,650.0,5.0,48.83,0,1
56.9,18.2,1,1850.0,5.0,75.1,0,0
60.0,16.67,1,850.0,4.0,76.67,1,0
178.99,19.13,1,292.0,5.0,198.12,0,0
94.0,18.46,1,1150.0,4.0,112.46,0,0
70.91,13.52,1,1200.0,1.0,84.43,0,0
174.9,35.74,1,5000.0,5.0,210.64,0,0
109.9,14.86,1,1225.0,4.0,124.76,0,0
59.99,9.74,1,525.0,5.0,69.73,0,0
12.99,18.23,1,100.0,5.0,31.22,1,1
13.3,8.88,1,700.0,5.0,22.18,0,1
64.9,11.95,1,250.0,5.0,76.85,0,0
15.9,16.79,1,75.0,4.0,32.69,0,1
79.97,20.6,1,8809.0,5.0,100.57,0,1
79.99,8.32,1,250.0,5.0,88.31,0,1
44.9,10.66,1,200.0,5.0,55.56,0,0
325.0,38.96,1,400.0,5.0,363.96,0,0
72.9,12.01,1,400.0,5.0,84.91,0,0
109.0,98.02,1,7450.0,4.0,207.02,0,0
394.65,24.47,1,450.0,5.0,419.12,0,1
34.49,7.78,1,600.0,4.0,42.27,0,1
66.99,27.75,1,350.0,5.0,94.74,0,0
54.9,24.73,1,650.0,2.0,79.63,0,0
170.0,24.06,1,4338.0,3.0,194.06,0,0
27.9,11.85,1,600.0,5.0,39.75,0,1
39.9,10.96,1,150.0,5.0,50.86,0,0
89.99,18.21,1,1200.0,5.0,108.2,0,0
84.9,17.84,1,800.0,5.0,102.74,0,0
34.9,37.15,1,500.0,5.0,72.05,0,0
16.99,7.39,1,250.0,4.0,24.38,0,0
49.0,7.78,1,250.0,5.0,56.78,0,0
119.0,12.33,1,1500.0,3.0,131.33,0,0
219.0,19.41,1,475.0,5.0,238.41,1,0
129.9,18.79,1,100.0,3.0,148.69,0,0
89.18,27.16,1,750.0,5.0,116.34,1,0
179.8,24.26,2,1604.0,5.0,204.06,1,0
79.0,17.8,1,6350.0,5.0,96.8,0,0
115.0,15.69,1,375.0,4.0,130.69,0,0
299.0,23.17,1,2850.0,5.0,322.17,0,0
259.9,15.29,1,3200.0,4.0,275.19,0,0
55.9,22.32,1,185.0,4.0,78.22,0,0
29.9,10.96,1,400.0,5.0,40.86,0,1
174.9,31.97,1,4950.0,4.0,206.87,0,0
721.5,277.0,4,422.0,1.0,998.49,0,0
191.8,65.62,2,1700.0,4.0,257.42,0,0
49.9,11.85,1,450.0,5.0,61.75,0,0
39.99,37.04,1,150.0,5.0,77.03,1,0
89.0,7.88,1,200.0,5.0,96.88,0,0
144.99,17.26,1,1050.0,4.156186520855942,162.25,1,0
43.99,13.47,1,258.0,3.0,57.46,0,0
59.9,13.44,1,1650.0,5.0,73.34,0,0
21.5,18.25,1,100.0,5.0,39.75,0,0
139.99,19.08,1,250.0,4.0,159.07,1,0
99.9,59.14,1,4100.0,3.0,159.04,0,0
19.9,14.1,1,300.0,4.0,34.0,0,0
39.9,9.34,1,650.0,5.0,49.239999999999995,0,1
52.0,11.86,1,300.0,4.0,63.86,0,0
159.0,18.36,1,2500.0,5.0,177.36,0,1
132.0,11.94,1,1400.0,5.0,143.94,0,0
139.9,34.52,1,6550.0,5.0,174.42,0,1
135.0,45.45,1,18500.0,1.0,180.45,1,1
153.0,12.57,1,2400.0,5.0,165.57,0,0
84.99,16.35,1,550.0,5.0,101.34,0,0
59.9,9.42,1,600.0,5.0,69.32,0,0
129.9,9.66,1,393.0,5.0,139.56,0,0
38.25,16.11,1,583.0,5.0,54.36,0,0
412.0,24.7,1,9100.0,5.0,436.7,0,0
1148.0,107.43,1,18450.0,5.0,1255.43,0,0
55.0,17.64,1,1250.0,5.0,72.64,0,0
39.0,12.79,1,900.0,4.0,51.79,0,0
69.9,20.98,1,2500.0,5.0,90.88,0,1
279.0,28.64,2,420.0,1.0,307.64,0,0
69.99,15.25,1,500.0,5.0,85.24,0,0
24.9,16.79,1,450.0,5.0,41.69,0,0
75.0,21.02,1,5750.0,5.0,96.02,0,0
18.9,7.39,1,200.0,4.0,26.29,0,0
1099.0,20.6,1,4683.0,3.0,1119.6,0,1
65.9,17.2,1,1200.0,5.0,83.1,0,0
28.9,15.1,1,500.0,4.0,44.0,0,0
22.32,22.09,1,200.0,5.0,44.41,0,0
1999.0,32.09,1,550.0,5.0,2031.09,0,1
204.0,18.68,1,342.0,1.0,222.68,0,0
69.0,18.58,1,341.0,5.0,87.58,0,0
249.0,15.22,1,450.0,5.0,264.22,0,1
349.9,18.21,1,525.0,5.0,368.11,0,1
64.99,31.48,1,1050.0,4.0,96.47,0,0
185.9,35.38,1,8975.0,5.0,221.28,0,0
154.9,17.52,1,300.0,5.0,172.42,0,0
249.22,34.32,2,250.0,5.0,283.54,0,0
21.15,23.22,1,5500.0,5.0,44.37,0,1
144.9,16.11,1,200.0,5.0,161.01,0,0
131.0,8.17,1,200.0,5.0,139.17,0,0
94.5,23.24,1,2150.0,5.0,117.74,0,0
102.9,22.43,1,314.0,5.0,125.33,0,1
182.0,19.42,1,700.0,5.0,201.42,0,1
18.0,12.79,1,150.0,5.0,30.79,0,0
166.99,23.49,1,2425.0,4.0,190.48,0,0
25.99,7.78,1,200.0,5.0,33.77,0,0
29.99,25.63,1,100.0,5.0,55.620000000000005,0,0
31.99,12.88,1,200.0,4.0,44.87,0,0
350.0,33.98,2,850.0,4.0,383.98,0,0
60.0,23.22,1,1150.0,5.0,83.22,0,0
84.94,12.93,1,700.0,5.0,97.87,0,0
65.69999999999999,43.56,3,300.0,3.0,109.26,0,0
89.0,15.37,1,275.0,1.0,104.37,0,1
159.99,45.58,1,10725.0,4.0,205.57,0,0
99.99,37.39,1,400.0,5.0,137.38,0,0
94.5,9.58,1,641.0,5.0,104.08,0,1
189.9,32.8,1,5950.0,5.0,222.7,0,0
79.99,14.31,1,1813.0,5.0,94.3,0,0
65.0,14.2,1,133.0,4.0,79.2,1,0
75.0,20.58,1,250.0,1.0,95.58,0,0
109.9,18.65,1,350.0,5.0,128.55,0,0
68.9,79.86,1,3900.0,3.0,148.76,0,0
119.8,18.68,2,275.0,4.0,138.48,0,0
26.0,15.1,1,200.0,4.156186520855942,41.1,0,0
64.9,7.78,1,250.0,5.0,72.68,0,1
16.9,15.23,1,150.0,5.0,32.13,0,0
112.0,38.21,1,10900.0,3.0,150.21,0,0
60.0,52.77,1,600.0,5.0,112.77,0,1
170.0,10.32,1,486.0,5.0,180.32,0,0
149.99,21.85,1,500.0,1.0,171.84,0,0
27.99,15.79,1,300.0,3.0,43.78,0,0
69.0,18.58,1,750.0,4.156186520855942,87.58,0,0
79.9,21.01,1,300.0,4.0,100.91,0,0
185.0,20.26,1,1300.0,5.0,205.26,0,0
64.89,17.7,1,1720.0,5.0,82.59,0,0
29.99,22.93,1,350.0,5.0,52.92,0,0
179.49,9.45,1,550.0,5.0,188.94,0,0
59.99,17.67,1,700.0,5.0,77.66,0,0
179.9,16.02,1,700.0,5.0,195.92,0,0
84.99,15.35,1,600.0,5.0,100.34,0,0
59.9,13.44,1,1225.0,4.0,73.34,0,1
471.84,27.56,2,1217.0,5.0,499.4,1,0
292.0,9.3,1,350.0,3.0,301.3,0,0
119.98,25.52,2,1450.0,1.0,145.5,0,0
47.65,7.39,1,1110.0,5.0,55.04,0,0
89.99,17.88,1,1200.0,1.0,107.87,0,1
296.5,9.66,1,155.0,4.0,306.16,0,0
2690.0,61.24,1,25000.0,1.0,2751.24,0,0
49.9,41.33,1,1500.0,5.0,91.23,0,1
89.9,12.13,1,1383.0,4.156186520855942,102.03,0,1
106.9,47.8,1,1350.0,5.0,154.7,0,1
324.0,31.77,2,175.0,1.0,355.77,0,0
89.69999999999999,48.33,3,366.6666666666667,4.0,138.03,0,0
199.98,12.9,1,586.0,1.0,212.88,0,0
56.99,8.72,1,250.0,5.0,65.71,0,0
19.9,12.8,1,175.0,5.0,32.7,0,1
99.9,0.0,1,584.0,4.0,99.9,0,0
61.5,25.71,1,100.0,5.0,87.21,0,1
94.9,14.41,1,500.0,5.0,109.31,0,0
99.0,34.35,1,3850.0,5.0,133.35,0,0
41.3,8.11,1,300.0,5.0,49.41,0,0
160.0,19.22,1,350.0,3.0,179.22,0,1
124.17,17.8,1,3200.0,5.0,141.97,0,0
56.99,14.15,1,400.0,1.0,71.14,0,0
72.0,13.52,1,1500.0,5.0,85.52,0,0
229.0,43.8,1,12250.0,5.0,272.8,0,0
50.0,17.6,1,6600.0,5.0,67.6,0,0
98.2,36.46,2,410.0,4.0,134.66,0,0
40.0,23.08,1,1350.0,5.0,63.08,0,0
132.0,17.85,1,150.0,5.0,149.85,0,0
27.9,18.23,1,50.0,4.0,46.13,0,0
309.99,16.37,1,8200.0,5.0,326.36,0,0
180.0,20.23,1,501.0,4.0,200.23,0,0
73.9,12.77,1,400.0,1.0,86.67,0,0
355.9,18.25,1,900.0,5.0,374.15,0,0
359.0,19.83,1,9350.0,5.0,378.83,0,0
119.0,15.71,1,400.0,5.0,134.71,0,1
12.88,15.1,1,180.0,5.0,27.98,0,1
49.9,14.08,1,2750.0,5.0,63.98,0,0
29.0,15.1,1,200.0,4.0,44.1,0,0
74.78,38.08,2,750.0,1.0,112.86,0,0
49.0,15.79,1,650.0,5.0,64.79,0,1
108.9,11.78,1,1850.0,5.0,120.68,1,0
54.99,18.26,1,400.0,5.0,73.25,0,0
72.0,14.25,1,300.0,4.0,86.25,1,0
170.0,19.34,1,700.0,5.0,189.34,0,0
27.99,7.46,1,300.0,4.0,35.45,0,1
149.8,58.9,2,1150.0,5.0,208.7,0,1
49.99,16.79,1,236.0,5.0,66.78,0,1
42.99,27.07,1,1150.0,5.0,70.06,0,0
59.9,16.86,1,371.0,3.0,76.76,0,1
550.0,145.99,1,30000.0,1.0,695.99,0,0
119.8,35.34,2,1650.0,1.0,155.14,0,0
1695.0,32.67,1,340.0,1.0,1727.67,0,0
39.9,29.55,1,200.0,5.0,69.45,1,0
279.9,19.85,1,3850.0,5.0,299.75,1,0
30.9,10.96,1,400.0,5.0,41.86,1,0
122.99,20.91,1,700.0,5.0,143.9,0,0
19.9,11.85,1,178.0,5.0,31.75,0,0
59.0,36.24,1,5500.0,5.0,95.24,0,0
153.0,18.32,1,1850.0,1.0,171.32,0,0
168.0,50.019999999999996,6,4200.0,3.0,218.0,0,0
380.0,33.53,1,2900.0,2.0,413.53,0,0
89.9,17.07,1,450.0,3.0,106.97,0,0
28.0,17.78,1,400.0,4.0,45.78,0,1
299.9,129.74,1,11600.0,5.0,429.64,0,0
110.32,7.64,1,100.0,5.0,117.96,0,1
35.9,23.05,1,1150.0,5.0,58.95,0,1
29.99,14.1,1,600.0,5.0,44.09,0,1
56.97,19.37,1,750.0,4.0,76.34,0,0
104.9,13.07,1,526.0,5.0,117.97,0,0
899.99,21.05,1,900.0,3.0,921.04,0,0
39.9,9.09,1,200.0,4.0,48.99,0,0
27.9,7.46,1,150.0,5.0,35.36,0,0
149.99,14.07,1,600.0,5.0,164.06,0,0
178.0,46.84,2,900.0,2.0,224.84,0,0
75.9,19.5,1,700.0,4.0,95.4,0,0
118.0,26.14,2,300.0,3.0,144.14,0,0
27.9,14.52,1,200.0,3.0,42.42,0,0
196.8,12.4,1,1650.0,5.0,209.2,0,0
122.5,18.11,1,1000.0,5.0,140.61,0,0
279.99,31.82,1,14000.0,3.0,311.81,0,0
89.9,21.08,1,325.0,5.0,110.98,0,0
12.65,7.39,1,150.0,5.0,20.04,0,0
895.0,21.02,1,11800.0,5.0,916.02,0,0
27.9,16.05,1,100.0,5.0,43.95,0,0
69.99,19.03,1,405.0,1.0,89.02,0,0
559.0,37.27,1,17600.0,5.0,596.27,0,1
195.9,19.25,1,337.0,4.0,215.15,0,0
59.9,15.18,1,800.0,5.0,75.08,0,1
19.9,11.85,1,600.0,5.0,31.75,0,0
39.99,8.72,1,317.0,4.0,48.71,0,1
59.99,16.18,1,800.0,4.0,76.17,0,0
179.9,13.92,1,300.0,5.0,193.82,0,0
189.0,16.07,1,500.0,3.0,205.07,0,0
89.9,15.38,1,1383.0,3.0,105.28,0,0
208.0,20.43,1,550.0,5.0,228.43,0,0
22.0,14.52,1,200.0,1.0,36.52,0,0
179.9,17.97,1,2900.0,2.0,197.87,0,0
159.9,37.05,1,8100.0,3.0,196.95,0,0
198.0,15.56,1,610.0,4.0,213.56,1,1
283.02,17.74,1,725.0,4.0,300.76,0,0
24.5,11.85,1,150.0,4.0,36.35,0,0
480.65,21.47,1,667.0,4.0,502.12,0,0
318.98,20.11,1,300.0,5.0,339.09,0,1
19.9,16.79,1,150.0,5.0,36.69,0,1
160.8,31.34,2,4825.0,5.0,192.14,0,0
179.99,18.17,1,2250.0,4.0,198.16,0,0
12.9,7.39,1,300.0,5.0,20.29,0,1
1349.0,131.73,1,8700.0,1.0,1480.73,0,0
179.8,30.76,2,1604.0,5.0,210.56,0,0
335.0,10.46,1,450.0,3.0,345.46,0,0
25.0,7.94,1,350.0,5.0,32.94,0,1
27.99,14.1,1,300.0,4.0,42.09,1,0
25.9,16.79,1,100.0,3.0,42.69,1,1
53.99,9.13,1,850.0,4.0,63.12,0,0
23.9,10.96,1,225.0,5.0,34.86,0,0
109.9,25.51,1,2500.0,5.0,135.41,0,0
99.0,41.67,1,5850.0,4.0,140.67,0,0
115.52,16.57,1,160.0,5.0,132.09,0,0
41.9,35.48,1,5575.0,4.0,77.38,0,0
355.79,44.86,1,9050.0,4.0,400.65,0,1
44.9,12.69,1,775.0,1.0,57.59,0,0
88.6,13.18,1,9500.0,5.0,101.78,1,0
119.6,11.45,1,2600.0,4.0,131.05,0,1
677.9399999999999,105.18,6,8450.0,4.0,783.12,0,0
39.9,11.3,1,850.0,5.0,51.2,0,0
117.3,22.29,1,4105.0,5.0,139.59,0,0
32.0,15.1,1,100.0,5.0,47.1,0,0
24.6,7.39,1,133.0,4.0,31.99,0,0
79.0,13.57,1,1000.0,5.0,92.57,0,0
65.99,15.22,1,500.0,4.156186520855942,81.21,0,0
133.0,15.68,1,200.0,1.0,148.68,1,0
79.0,9.37,1,250.0,5.0,88.37,0,0
79.9,13.22,1,330.0,5.0,93.12,0,1
116.99,18.53,1,8683.0,1.0,135.52,0,1
49.0,22.27,1,300.0,5.0,71.27,0,1
49.39,12.69,1,638.0,5.0,62.08,0,1
243.37,53.83,1,333.0,5.0,297.2,0,0
249.0,58.0,1,8150.0,5.0,307.0,0,0
119.9,25.68,1,3450.0,5.0,145.58,0,1
119.98,17.76,2,950.0,4.0,137.74,0,0
289.0,46.48,1,10150.0,4.0,335.48,0,0
